date,active_addresses,tx_count,mvrv,sopr,hash_rate
2014-09-14,240833.0,68210.0,1.3138100154789079,0.9933638791358796,0.234289364098999
2014-09-15,190655.0,77918.0,1.3133294262764177,0.9584274437652158,0.234289364098999
2014-09-16,225014.0,89544.0,1.3013240233677108,0.9768353884046008,0.253566337094486
2014-09-17,191063.0,78526.0,1.2777396419116058,0.9929798929287312,0.275808998243125
2014-09-18,190890.0,76357.0,1.2151865756099989,0.9335001382932892,0.265429089707094
2014-09-19,172255.0,70093.0,1.123906891716417,0.93216332812273,0.253566337094486
2014-09-20,169941.0,64168.0,1.1439903591637952,0.8380196061506295,0.260980557477366
2014-09-21,200712.0,57668.0,1.1189539808811195,0.9488374788822416,0.243186428558455
2014-09-22,206729.0,73709.0,1.1386555920591281,0.9247421426072606,0.249117804864759
2014-09-23,195635.0,76923.0,1.1383623832778174,0.9273152809899066,0.222426611486392
2014-09-24,189719.0,75302.0,1.1918868581016073,0.9251397255098316,0.231323675945848
2014-09-25,201394.0,78696.0,1.1520273970241308,0.9793248029961932,0.261293984719224
2014-09-26,180341.0,72617.0,1.1329528165618428,0.8832329230382502,0.230885863009396
2014-09-27,167251.0,61019.0,1.1208115619175405,0.9350127518800998,0.230885863009396
2014-09-28,234946.0,63418.0,1.0920613801371777,0.9937673949740584,0.223993747695683
2014-09-29,198246.0,79158.0,1.0638907047138304,0.8562605473162236,0.236054949494681
2014-09-30,217696.0,77225.0,1.0671901389177345,0.911234605913451,0.26362341074953405
2014-10-01,212669.0,79127.0,1.0821554567451905,0.8907093913499037,0.267069468406391
2014-10-02,183913.0,73147.0,1.0643219593202584,0.9388856370570798,0.23777797832311
2014-10-03,177578.0,74077.0,1.047109971023507,0.8526885293032517,0.251562208950536
2014-10-04,172315.0,66820.0,0.9851757043178355,0.9219700113439792,0.265346439577962
2014-10-05,247567.0,66118.0,0.9032740054772851,1.016229001035935,0.291191872004387
2014-10-06,193513.0,78947.0,0.9330338383548127,0.7095329486199753,0.277407641376961
2014-10-07,200932.0,77172.0,0.9458831240780813,0.9188675081305604,0.230885863009396
2014-10-08,189881.0,79002.0,0.9629633179394671,0.9581669479615322,0.248116151293679
2014-10-09,188877.0,82611.0,1.0345717753522892,0.8682884731372974,0.25580510417485197
2014-10-10,196627.0,79459.0,1.042036594334869,0.9280895399425916,0.269697336979929
2014-10-11,164418.0,65585.0,1.0272386069220707,0.9803808707482308,0.25055752596845
2014-10-12,250261.0,64996.0,1.032022737039878,0.7184891904008007,0.25751745724535097
2014-10-13,207310.0,77486.0,1.0751095050087265,1.0102234738292806,0.269697336979929
2014-10-14,222532.0,82942.0,1.1386545075589234,0.9730851132173978,0.229677732137746
2014-10-15,205441.0,74701.0,1.1249154365467948,0.8937131350942827,0.26273740570302695
2014-10-16,184416.0,75699.0,1.1066082042551078,1.014882573325359,0.25751745724535097
2014-10-17,180122.0,68154.0,1.0898858707983046,0.9134645271164964,0.247077560329999
2014-10-18,176676.0,66863.0,1.101974722457317,0.9996858896769651,0.28535718235295704
2014-10-19,236855.0,65258.0,1.1171328995736056,0.9887117572382268,0.231417714956971
2014-10-20,201790.0,82251.0,1.09658592119297,0.98787103427394,0.238377646233873
2014-10-21,206733.0,80753.0,1.0995918769924775,0.965887463085058,0.26621737134147805
2014-10-22,201731.0,79124.0,1.0932382127140357,0.9712116194400324,0.27665726825683
2014-10-23,198755.0,80410.0,1.051685372507207,0.960571669271756,0.267771331001111
2014-10-24,196085.0,81413.0,1.0271757059876039,0.904414192568608,0.284428084979115
2014-10-25,202433.0,68922.0,1.00676876302004,0.9292556722648218,0.277272661457628
2014-10-26,214842.0,70568.0,1.010642237174826,0.9417699174769836,0.223606985046474
2014-10-27,225066.0,85089.0,1.014760430223557,0.9161079151553944,0.284428084979115
2014-10-28,205248.0,87975.0,1.0160965868512402,0.952148281089474,0.24686211149130702
2014-10-29,200016.0,94358.0,0.9956703096947211,0.9251071499791376,0.277272661457628
2014-10-30,205736.0,91615.0,0.9791249019062837,0.91928020855475,0.304105499663205
2014-10-31,203137.0,84518.0,0.98815867089377,0.9207587804840776,0.336304905509897
2014-11-01,173118.0,69360.0,0.9544798590659211,0.9576538781732328,0.284428084979115
2014-11-02,267793.0,76525.0,0.9405781242231364,0.9173814613859512,0.277272661457628
2014-11-03,211234.0,90284.0,0.947126054848094,0.8964919295522383,0.302316643782833
2014-11-04,209429.0,90476.0,0.9434619722574694,0.8902848036789233,0.28979465262023096
2014-11-05,203229.0,89108.0,0.974805861033937,0.9275692263766092,0.26826462412688395
2014-11-06,219885.0,90820.0,0.9933947012908917,1.0831231712592992,0.303181174870355
2014-11-07,221566.0,83898.0,1.003115953834559,0.936534346522666,0.295306339159437
2014-11-08,170855.0,74699.0,0.9976034382412025,1.0067828819545934,0.301212465942625
2014-11-09,253202.0,72914.0,1.0197458116140372,0.8800143905589419,0.295306339159437
2014-11-10,214221.0,89325.0,1.063335598168804,0.9616849957083624,0.28940021237624797
2014-11-11,200922.0,84570.0,1.0672723196677179,0.9699829455270492,0.25396345167711604
2014-11-12,229329.0,97750.0,1.1566526476261034,0.9612456580560738,0.28940021237624797
2014-11-13,213181.0,90507.0,1.2694001979194036,1.0475010675287075,0.285462794520789
2014-11-14,223425.0,85478.0,1.1479222653887953,1.0471066032877154,0.303181174870355
2014-11-15,174268.0,72643.0,1.1188990418517133,1.0039870850084978,0.27561924988214104
2014-11-16,249080.0,75533.0,1.107108821021978,0.9928072795460946,0.295306339159437
2014-11-17,213572.0,88054.0,1.1510434443305155,0.9300734971540412,0.283494085593059
2014-11-18,208693.0,87534.0,1.1105276941301705,1.004539059464466,0.303873503789399
2014-11-19,212316.0,89108.0,1.1049512973561937,0.9453704491229568,0.28246887768912504
2014-11-20,204567.0,86184.0,1.0680184838299838,0.9341799671467012,0.27645890156808
2014-11-21,196858.0,80671.0,1.0241154209728232,0.9487386946471772,0.254422322457581
2014-11-22,180131.0,75577.0,1.0382222104948762,0.951410924971165,0.308512107546988
2014-11-23,249395.0,78174.0,1.0453675578475274,0.9621205882613004,0.28447220306280696
2014-11-24,211890.0,86052.0,1.0899997066691989,0.9651652297888902,0.294488829931216
2014-11-25,203972.0,83050.0,1.1129149296217893,0.9644293375861456,0.264438949325989
2014-11-26,205408.0,87328.0,1.0811553195182957,0.9863072843709176,0.274455576194398
2014-11-27,208264.0,83862.0,1.0793057304537241,0.9737185426995562,0.28246887768912504
2014-11-28,208778.0,84822.0,1.0870445238855642,0.7860367544189373,0.296492155304897
2014-11-29,187909.0,80030.0,1.1133221887550762,0.959038491857957,0.314522083668033
2014-11-30,277774.0,84409.0,1.107493034696852,1.0090795113198805,0.320532059789078
2014-12-01,227571.0,100563.0,1.113629003221551,0.9799145576908816,0.260432298578626
2014-12-02,252787.0,99828.0,1.122159996655139,0.9550889163684592,0.300382460137881
2014-12-03,226744.0,95844.0,1.118633400384312,0.995331910155282,0.230698727588578
2014-12-04,227387.0,99396.0,1.1109555422848492,0.8499965402949692,0.29036219162010696
2014-12-05,227490.0,90109.0,1.1067884567751365,0.9888350273147368,0.31025001296395
2014-12-06,186079.0,79713.0,1.1121895832669264,0.9783742987892712,0.272463152410648
2014-12-07,259501.0,74469.0,1.111445562705008,0.9796953301195122,0.250586548932421
2014-12-08,242048.0,91051.0,1.105877558679731,0.7608048201316514,0.32417148790463995
2014-12-09,225674.0,90913.0,1.056928204188286,1.036596300477449,0.28240706308256996
2014-12-10,223236.0,89230.0,1.0465215505632017,0.9303127725779214,0.284395845216954
2014-12-11,217332.0,83996.0,1.0541969961307205,0.948236650040166,0.294339755888875
2014-12-12,217065.0,79502.0,1.0541835570030924,0.9758706178640766,0.280418280948185
2014-12-13,180986.0,75125.0,1.042736722018266,0.9611086455129032,0.29036219162010696
2014-12-14,284878.0,81604.0,1.0444465986618199,0.974488541846428,0.280418280948185
2014-12-15,248144.0,96978.0,1.0415984152761406,0.924142962212717,0.280418280948185
2014-12-16,252332.0,99237.0,1.0086289166464015,0.977739411609953,0.284395845216954
2014-12-17,242691.0,97273.0,0.973666739886723,0.9496832897020469,0.251585071833534
2014-12-18,238736.0,94900.0,0.9412565746289296,0.9358152353334356,0.253027240872936
2014-12-19,223509.0,94533.0,0.9428580348163732,0.902859226550908,0.268718852710017
2014-12-20,251036.0,86304.0,0.9813344059164743,0.8971462777583668,0.262834498271112
2014-12-21,237992.0,79552.0,0.9825823603774936,0.9116620291922178,0.258911595311842
2014-12-22,260678.0,96522.0,0.9945573079347746,0.9463489239497572,0.321678042660167
2014-12-23,244340.0,100084.0,1.0082179612814082,0.9784289981219044,0.294217721945275
2014-12-24,186732.0,80385.0,1.0024209983377403,0.7527757803866345,0.30010207638418
2014-12-25,166473.0,67726.0,0.9702112742727586,0.9736687724757552,0.309909333782356
2014-12-26,192091.0,77254.0,0.9840632901825526,0.9464894663471772,0.298140624904545
2014-12-27,210729.0,78014.0,0.9708155849849062,0.9660892854982496,0.298140624904545
2014-12-28,263683.0,72602.0,0.9608936068255424,0.9641451452863156,0.331485300058343
2014-12-29,204682.0,85863.0,0.9581107290841303,0.8960329163122747,0.321678042660167
2014-12-30,204192.0,83018.0,0.9566934603796329,0.8494593439637246,0.306495476137719
2014-12-31,177886.0,75829.0,0.9604370054831317,0.8668005450576758,0.307081470445709
2015-01-01,145765.0,60177.0,0.9686798140477544,0.966998940120639,0.333345017260144
2015-01-02,212932.0,83050.0,0.9656708298794955,0.9633834888717764,0.333345017260144
2015-01-03,241755.0,81404.0,0.9346862204836117,0.9152436812278846,0.327284198764505
2015-01-04,235011.0,82769.0,0.8471471717564117,0.9416953160110404,0.347486927083302
2015-01-05,242515.0,95721.0,0.8360257418361471,0.8531986659073489,0.315162561773228
2015-01-06,215554.0,88848.0,0.849320070386323,0.9365215884757536,0.319203107436987
2015-01-07,204697.0,92569.0,0.8825051463612149,0.89708874348106,0.282838196463153
2015-01-08,230454.0,105611.0,0.8868836997674928,0.9201013107676362,0.296980106286311
2015-01-09,237524.0,100397.0,0.8774513284880748,0.9009280981447938,0.282838196463153
2015-01-10,274443.0,106342.0,0.8657064788393908,0.9349986858668596,0.296980106286311
2015-01-11,249636.0,89751.0,0.8432011366680994,0.9685486876781664,0.313142288941348
2015-01-12,222808.0,100751.0,0.8362949689336027,0.9025830788064878,0.291349141441684
2015-01-13,250066.0,98240.0,0.7441050011073513,0.9188678877159894,0.27760208346263804
2015-01-14,257446.0,106993.0,0.6143893229396064,0.8226839877727002,0.316947260646319
2015-01-15,262427.0,119661.0,0.6471089559351916,0.8526318352971326,0.33006231970754596
2015-01-16,246341.0,104742.0,0.6672687858567672,0.8527717474938095,0.303832201585092
2015-01-17,272389.0,88416.0,0.6324697030154455,0.8973810361295165,0.30164635840822096
2015-01-18,247184.0,83765.0,0.6490541747533952,0.8870179738842349,0.334434006061289
2015-01-19,255010.0,99008.0,0.6697516796628317,0.8860094143793539,0.314761417469448
2015-01-20,234321.0,100182.0,0.6658942084151508,0.9090475722255746,0.257929494870797
2015-01-21,215260.0,93268.0,0.6849743197965642,0.7445990713628224,0.325690633353804
2015-01-22,230504.0,95488.0,0.7400626075631769,0.922459300204375,0.295088828877607
2015-01-23,216750.0,94078.0,0.7332676136766795,0.9732415895778634,0.271044553932025
2015-01-24,201529.0,80633.0,0.7569125195092384,0.9576021738489248,0.275416240285767
2015-01-25,318167.0,85829.0,0.7915095025725213,0.943336785434962,0.273230397108896
2015-01-26,263343.0,107895.0,0.8991409683542821,0.7846843614644384,0.27760208346263804
2015-01-27,249279.0,99265.0,0.8353113136707768,1.010687307362527,0.317507026636064
2015-01-28,198841.0,85087.0,0.8096403309061792,1.0768526552874853,0.33647645310999597
2015-01-29,217393.0,92284.0,0.7479576922853712,0.9537529287727258,0.33647645310999597
2015-01-30,193117.0,79736.0,0.7491191768475809,0.9024624900411156,0.283132625177924
2015-01-31,276120.0,86631.0,0.7349464687793732,0.8738318711236243,0.340579824489386
2015-02-01,250290.0,78157.0,0.7027175003607692,0.9569686185023012,0.31801128190274003
2015-02-02,228409.0,87190.0,0.7309721393953447,0.8699585383349727,0.326218024661521
2015-02-03,241904.0,91378.0,0.7616169792932361,0.959386330592579,0.260564082591277
2015-02-04,228028.0,88890.0,0.7259557914591656,0.9299446797778156,0.326218024661521
2015-02-05,217016.0,87548.0,0.718643475838161,0.8898765876659642,0.326218024661521
2015-02-06,231139.0,84709.0,0.7104248804325722,0.961256840397092,0.36314836707603304
2015-02-07,195430.0,85768.0,0.7298968114967334,0.9103441555171724,0.326218024661521
2015-02-08,293810.0,83307.0,0.726091141020313,0.9446714478399698,0.27082251103975297
2015-02-09,232450.0,104895.0,0.7134713648166054,0.9137364034997222,0.34060472261978303
2015-02-10,227906.0,102102.0,0.7054370367230043,0.9435056007092998,0.31822426281390503
2015-02-11,236742.0,98560.0,0.7138610343159115,0.8868519850316621,0.349162732809701
2015-02-12,232114.0,88258.0,0.7114433668454334,0.9450675091437982,0.262976994964268
2015-02-13,312759.0,113789.0,0.7507929829138905,0.934423209067364,0.322644044241876
2015-02-14,260312.0,100479.0,0.7978749109890126,0.9222498962502708,0.35358251423767195
2015-02-15,342433.0,82100.0,0.8087136087893184,1.0078168768429083,0.309384699957963
2015-02-16,261678.0,103452.0,0.7585848770021879,0.9924319107615764,0.346952842095716
2015-02-17,272213.0,104074.0,0.7734020893327369,0.9540904615041716,0.32927371638383196
2015-02-18,246403.0,103957.0,0.7777985547389612,0.9732595627542338,0.36905174923557005
2015-02-19,213440.0,93715.0,0.7742185809166604,0.812800275614942,0.366841858521585
2015-02-20,249692.0,99228.0,0.7895888405215074,1.155031786621644,0.349162732809701
2015-02-21,271126.0,88178.0,0.7941005921747375,0.9783207800225489,0.313804481385934
2015-02-22,273269.0,84628.0,0.7836593522791624,0.9455310511091284,0.33435831113310405
2015-02-23,253650.0,104512.0,0.767098143111783,0.9383289411036548,0.329538396656716
2015-02-24,232088.0,103153.0,0.7739371715495791,0.923903835116982,0.299369388512087
2015-02-25,226574.0,103255.0,0.7731290919289359,0.88999254894234,0.368990176538154
2015-02-26,230216.0,101222.0,0.7693681957201411,0.9641837037913292,0.348103940130334
2015-02-27,247223.0,103585.0,0.8134962250676688,0.9542736006242716,0.352745325998738
2015-02-28,281000.0,87971.0,0.82294768891868,0.9426699671697994,0.329538396656716
2015-03-01,272256.0,87940.0,0.8190620583782511,1.0354972482337808,0.324897010788311
2015-03-02,286476.0,107024.0,0.8537563782244679,0.9554324633653968,0.366669483603951
2015-03-03,266412.0,110488.0,0.8961998019893879,0.8802939778598511,0.366669483603951
2015-03-04,240738.0,98822.0,0.9079717151693734,1.026005042368475,0.324897010788311
2015-03-05,249736.0,97524.0,0.8812993744860923,0.9529164712487276,0.306331467314693
2015-03-06,235826.0,93661.0,0.8896212879362433,1.0096091942870644,0.343462554261929
2015-03-07,254894.0,91134.0,0.8917292273611322,0.9045084193635836,0.324897010788311
2015-03-08,276241.0,90034.0,0.9002235843161578,0.9049975209432952,0.363358067705216
2015-03-09,260611.0,106792.0,0.923421798111284,0.902218245691176,0.339499662403796
2015-03-10,242733.0,101987.0,0.9587924703234597,1.0761850356922384,0.358360754759563
2015-03-11,259958.0,103305.0,0.9591393988785883,1.036854451486665,0.363076027848504
2015-03-12,237787.0,93481.0,0.9597634745128963,1.0777573704611263,0.308850387325676
2015-03-13,243732.0,97080.0,0.9506914763260602,0.9202993866236086,0.34421493549273796
2015-03-14,261423.0,91210.0,0.9237970182427324,1.0080308959175148,0.308850387325676
2015-03-15,254579.0,83260.0,0.9272328075607948,0.9836687847294668,0.337142025859325
2015-03-16,260952.0,105590.0,0.9506412020491366,0.9363700748981238,0.32771147968144204
2015-03-17,226597.0,99700.0,0.9450082000994395,1.0207809203270397,0.30177747769226304
2015-03-18,251725.0,98308.0,0.8946246495383278,0.9851825865213822,0.360718391304033
2015-03-19,261205.0,104914.0,0.8416243673661019,0.9734810598320828,0.3229962065925
2015-03-20,236693.0,104055.0,0.8557110640110974,0.932091497245116,0.32063857004803
2015-03-21,251472.0,96199.0,0.849426692624372,0.9718454526719515,0.356003118215092
2015-03-22,271887.0,90009.0,0.8579658496726105,0.9443480994286751,0.33453732742847603
2015-03-23,255115.0,102332.0,0.8766783137645414,0.9592876259781868,0.33673958844472396
2015-03-24,220798.0,92642.0,0.8411750705445816,0.9754110572322106,0.401765164144395
2015-03-25,226737.0,98232.0,0.8044399248896967,0.9543697216768942,0.376219402262381
2015-03-26,232228.0,101438.0,0.8189858492433516,0.9283002671865712,0.34370661441254596
2015-03-27,229847.0,98363.0,0.8144415247519491,0.9505329024288368,0.397120480165847
2015-03-28,237409.0,88943.0,0.8269240955950435,0.95608819751986,0.34370661441254596
2015-03-29,283051.0,91895.0,0.8067603155040642,0.9759921475483586,0.355318324358916
2015-03-30,256087.0,104131.0,0.8073521673046334,0.9433124034919276,0.32977256247690195
2015-03-31,266605.0,114677.0,0.8081167703356814,0.9629732274436736,0.348351298391094
2015-04-01,274206.0,120748.0,0.8045233425908054,0.8246982218157922,0.306549142584163
2015-04-02,249771.0,109756.0,0.8199235481198692,0.983214848766203,0.385508770219477
2015-04-03,240801.0,105958.0,0.8380987404300251,0.9349030681521798,0.339061930433998
2015-04-04,243687.0,87605.0,0.8348593511483029,1.0012249170251746,0.355318324358916
2015-04-05,271639.0,96521.0,0.840834560096078,0.9790424676493316,0.361069996691013
2015-04-06,242694.0,105277.0,0.8503598335876794,0.9805609142743864,0.309707170078885
2015-04-07,269775.0,113215.0,0.835347549174279,0.9850190160478718,0.37361499882532095
2015-04-08,253258.0,109348.0,0.8221244763355219,0.987585022932452,0.30724917666556
2015-04-09,250608.0,116464.0,0.8062810576303693,0.9260337993418288,0.32691312397215605
2015-04-10,250196.0,109637.0,0.790420309385692,0.84010413450984,0.37361499882532095
2015-04-11,270860.0,100196.0,0.7833384559066106,0.970104031135825,0.344119077865427
2015-04-12,254516.0,86603.0,0.784807503825061,0.9197329616224064,0.314623156905534
2015-04-13,276787.0,116290.0,0.7728935619604358,0.9137493138816266,0.38344697247861903
2015-04-14,255342.0,108751.0,0.7324495087910388,0.9487093866454256,0.36624101858534797
2015-04-15,227570.0,107977.0,0.7379415835006151,0.7391523636606293,0.299875196425587
2015-04-16,225691.0,99527.0,0.7581352241119984,0.928325727094248,0.339203091038779
2015-04-17,228675.0,100988.0,0.7508744379098413,0.9457615590002868,0.309707170078885
2015-04-18,250243.0,97580.0,0.7458173228459228,0.9672410333472112,0.358867038345374
2015-04-19,276814.0,93417.0,0.75145323414332,0.969462000020294,0.351846074225004
2015-04-20,245521.0,116476.0,0.750503936475578,0.9348633661254496,0.364477035874265
2015-04-21,243752.0,110257.0,0.7577501398335551,0.921516123657206,0.36211030187508203
2015-04-22,265898.0,113336.0,0.7887671702211789,0.946828151164,0.35974356787589795
2015-04-23,264221.0,109934.0,0.7867246993573177,0.9819393603436534,0.30767541989386
2015-04-24,252037.0,105601.0,0.7772907989350906,0.9663868028661606,0.293475015898758
2015-04-25,268305.0,100598.0,0.7664677509084148,0.9709550439109624,0.38577764186691704
2015-04-26,275889.0,93522.0,0.7347993872181028,0.9532360529228175,0.34080969588243
2015-04-27,253708.0,113365.0,0.7448212924023342,0.917071890040902,0.324242557888145
2015-04-28,255162.0,113542.0,0.7588450032883536,0.9535804670740032,0.36211030187508203
2015-04-29,261510.0,117554.0,0.756290378373311,0.9760502074659188,0.300575217896309
2015-04-30,240159.0,110679.0,0.7788498187293371,0.969771278536184,0.31714235589059403
2015-05-01,225580.0,101452.0,0.79138108031553,0.967943292352685,0.350276631879164
2015-05-02,264029.0,92909.0,0.7892354368370618,0.9814304715054196,0.34790989787998
2015-05-03,247646.0,83855.0,0.8053491070649008,0.9992543882923748,0.333776412541361
2015-05-04,255868.0,104511.0,0.8070452172703051,0.9880478470175148,0.303150868676707
2015-05-05,263807.0,115789.0,0.7926039418240577,0.9634366807930468,0.364728388876663
2015-05-06,270868.0,111252.0,0.7896068540161744,0.986172802781158,0.381306952007421
2015-05-07,259340.0,110385.0,0.7829007187880894,0.9616139506884784,0.333939628776685
2015-05-08,298182.0,110150.0,0.807622540168234,0.9645837446634304,0.355254924230516
2015-05-09,235324.0,96017.0,0.8161102084393485,0.9837878192430628,0.305519234838243
2015-05-10,267176.0,87291.0,0.8117857566852265,0.9828219378531768,0.305519234838243
2015-05-11,262404.0,110147.0,0.8130471544617055,0.9122783672258812,0.37420185352281
2015-05-12,273959.0,109607.0,0.813776595800588,0.9606171540214878,0.355254924230516
2015-05-13,252379.0,110562.0,0.8164210350633357,0.9782802188819772,0.383675318168957
2015-05-14,241337.0,102057.0,0.7977068645514028,0.9761484589435264,0.364728388876663
2015-05-15,242013.0,104527.0,0.8011794715649612,0.9671529368525098,0.34814982574590597
2015-05-16,259761.0,89300.0,0.7995641776066885,0.968868796978361,0.312624333322854
2015-05-17,263667.0,89084.0,0.7984760078299865,0.9774920075637452,0.410256527852824
2015-05-18,239338.0,96958.0,0.7966176766069127,0.9578122949852282,0.349377602526406
2015-05-19,258201.0,108963.0,0.787757160862413,0.9769214683094568,0.31541033561411697
2015-05-20,251166.0,104816.0,0.7892418173750062,0.9762060515874184,0.351803835877284
2015-05-21,236381.0,97997.0,0.7952860656781362,0.9721524596531388,0.376066169386062
2015-05-22,248185.0,103038.0,0.80304462543955,0.9670322434621712,0.33482020242113897
2015-05-23,222628.0,87197.0,0.813000913172255,0.952874065429132,0.27173813529831603
2015-05-24,282015.0,91128.0,0.8122305373575631,0.9927810183306096,0.354230069228162
2015-05-25,262222.0,107497.0,0.8095878969612904,0.9516162782506392,0.342098902473773
2015-05-26,274566.0,110959.0,0.8058952104460436,0.9790191497949272,0.349377602526406
2015-05-27,258192.0,106238.0,0.8050238863374164,0.9611429903197096,0.33482020242113897
2015-05-28,255987.0,110526.0,0.8049838412583711,0.9486097171094192,0.320262802315872
2015-05-29,301378.0,130305.0,0.8033555229340973,0.9884096833521918,0.373639936035185
2015-05-30,302015.0,122222.0,0.7971597431086104,0.7541476315006224,0.329967735719384
2015-05-31,294212.0,97356.0,0.7912065227633412,0.9406420586805496,0.35678194209336
2015-06-01,316894.0,132668.0,0.7758703024578438,0.938485445993269,0.31227126583099096
2015-06-02,299987.0,125717.0,0.7660080604047717,0.947264098016902,0.35485371117158
2015-06-03,295631.0,129398.0,0.7716474166737465,0.9545452323566448,0.33592817990909596
2015-06-04,270650.0,114685.0,0.769645084224091,0.9599872515791452,0.333562488501286
2015-06-05,261364.0,108893.0,0.7674609323550483,0.9785895737003362,0.326465414277854
2015-06-06,271268.0,93591.0,0.7677608016036457,0.9762876237486074,0.421093070590275
2015-06-07,255838.0,82502.0,0.767783947754381,0.8956083461081064,0.35248801976377
2015-06-08,252632.0,111670.0,0.772692499778592,0.9745546242192684,0.371413551026254
2015-06-09,287564.0,121137.0,0.7849039036361669,0.9778906000427346,0.357219402579391
2015-06-10,354081.0,129616.0,0.7839051072221183,0.9580692255336098,0.39980184791998097
2015-06-11,281625.0,120640.0,0.7863686875055684,0.9530424646663964,0.319368340054422
2015-06-12,296611.0,125402.0,0.7887691170459936,0.9903711933122076,0.33592817990909596
2015-06-13,282673.0,105230.0,0.7905177547610307,0.935172662653638,0.376144933841875
2015-06-14,292633.0,105380.0,0.8006993651002065,0.9579701222219692,0.361934276712658
2015-06-15,318865.0,128569.0,0.8077935110728967,0.9835257666043326,0.355711957090776
2015-06-16,276646.0,120372.0,0.8279278813011048,0.9905361756944876,0.291486187060497
2015-06-17,322275.0,132006.0,0.8602483119632456,0.9774441760058278,0.390295064030157
2015-06-18,287336.0,125830.0,0.8505279214075374,1.0160858588735104,0.38535462018167405
2015-06-19,291461.0,126014.0,0.8470308331914501,0.997663068564118,0.36312262286349994
2015-06-20,259541.0,100545.0,0.8310268189297176,1.011981103032804,0.331009737848361
2015-06-21,279335.0,96769.0,0.8352452806783207,1.008899549866931,0.30630751860594596
2015-06-22,264629.0,118897.0,0.8418133468588277,0.990900972317506,0.377943954408949
2015-06-23,303390.0,126676.0,0.8390913472281827,0.9881572717595232,0.34583106939381
2015-06-24,267900.0,113349.0,0.8306398611338089,0.9629518248659128,0.38535462018167405
2015-06-25,227584.0,109193.0,0.8297321133101861,0.96457688574782,0.375473732484708
2015-06-26,294363.0,117718.0,0.82969766036759,0.9804657516639408,0.38041417633319097
2015-06-27,290296.0,103789.0,0.8412232021918916,0.995091740422657,0.31865862822715296
2015-06-28,275010.0,100641.0,0.8549559600411583,0.9955626363752048,0.346814543816443
2015-06-29,290419.0,124779.0,0.8663008670347071,0.9985214799144616,0.343810247546963
2015-06-30,312364.0,155748.0,0.8982469474715774,1.0106565770036546,0.356089184959355
2015-07-01,308546.0,142709.0,0.8883561044238331,1.0162758864372847,0.331531310134572
2015-07-02,317013.0,142954.0,0.879467928950097,0.9934065960180174,0.37819127230166
2015-07-03,300150.0,129344.0,0.8752222413270099,0.8841723893342142,0.39538178467900803
2015-07-04,271740.0,103718.0,0.880642196300805,0.9966920057150656,0.373279697336703
2015-07-05,307522.0,114726.0,0.9047464189269193,0.9619424427052627,0.34872182251192
2015-07-06,352954.0,180882.0,0.930822381521861,0.9993438951395076,0.44449753432857403
2015-07-07,321011.0,190910.0,0.9154401908992589,1.0456192458582072,0.32907552265209294
2015-07-08,317005.0,195582.0,0.9183267930181563,1.0010554646077403,0.39538178467900803
2015-07-09,333362.0,194989.0,0.9238463028103281,0.9262072723019544,0.326619735169615
2015-07-10,319210.0,190131.0,0.9602095306396842,0.9926085674778512,0.37819127230166
2015-07-11,321077.0,186958.0,0.9975857411927818,0.9886323054461222,0.365703823777367
2015-07-12,313443.0,208628.0,1.0416256685973788,1.045016565960831,0.342767691987456
2015-07-13,299508.0,158460.0,1.0017301602499096,1.028787545655459,0.375774951215878
2015-07-14,288951.0,124862.0,0.9937021648758485,1.0206812701754773,0.36561887145328703
2015-07-15,268772.0,112163.0,0.9930763477009773,1.0112109592314278,0.388470050919117
2015-07-16,278082.0,116060.0,0.9633687564636629,1.009442070015497,0.340228672046808
2015-07-17,248227.0,114852.0,0.949686278685577,1.0134528089656318,0.37323593127523
2015-07-18,251678.0,134042.0,0.9487772782214351,0.964664017482066,0.378313971156526
2015-07-19,296139.0,117660.0,0.9414656876854556,0.995453844887965,0.38593103097847
2015-07-20,283750.0,125270.0,0.9469957716459126,0.9261762300757176,0.396087110741061
2015-07-21,313410.0,134200.0,0.9546002345767299,0.9798586116514556,0.32245553246227404
2015-07-22,287455.0,128982.0,0.9455178463468995,0.9991854635874317,0.391009070859765
2015-07-23,264413.0,110507.0,0.9482724364549163,1.0085622532836118,0.35546279169069595
2015-07-24,264644.0,108126.0,0.9675377223635165,0.9959666322506509,0.429094369969483
2015-07-25,243324.0,100567.0,0.9876497602847232,1.0171531033400243,0.39537072515724
2015-07-26,299700.0,93547.0,0.994197619491486,1.0191703403166965,0.37422268267022496
2015-07-27,283647.0,114211.0,0.9954053686104856,1.00908733889415,0.387216525818497
2015-07-28,303847.0,121880.0,1.0081206557151594,1.00422912669556,0.35343253363299
2015-07-29,312401.0,140018.0,0.9963503631631891,0.9976008153422372,0.39501283170746
2015-07-30,278623.0,125022.0,0.9857930212982771,0.9870063067087264,0.348234996373682
2015-07-31,299579.0,145443.0,0.9755508781076562,1.0248509034301003,0.39241406307780496
2015-08-01,300587.0,148454.0,0.9612808462918814,0.9987288412660748,0.402809137596423
2015-08-02,292502.0,103972.0,0.9584621819892809,0.9984466165875696,0.39241406307780496
2015-08-03,300542.0,119397.0,0.9675455242098522,0.990651054813045,0.408006674855731
2015-08-04,293826.0,132986.0,0.9726606332884036,0.9597789711544548,0.35343253363299
